Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
Brandon Boston Jr.,SG,21,LAC,22,1,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.8,4.2,0.419,0.467,1.3,1.7,0.763,0.3,1.0,1.4,0.9,0.4,0.0,0.5,1.0,6.5,12583.0,Brandon Boston Jr.,LAC,21.0,198.12,85.275296,Kentucky,USA,2021,2,51,22.0,6.5,1.4,0.9,-7.7,0.024,0.098,0.237,0.515,0.129,2022-23
Chris Boucher,PF,30,TOR,76,0,20.0,3.4,7.0,0.493,0.8,2.5,0.328,2.6,4.5,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,12633.0,Chris Boucher,TOR,30.0,205.74,90.7184,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,76.0,9.4,5.5,0.4,-1.3,0.094,0.19,0.175,0.59,0.0289999999999999,2022-23
James Bouknight,SG,22,CHO,34,0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,12759.0,James Bouknight,CHA,22.0,193.04,86.18248,Connecticut,USA,2021,1,11,34.0,5.6,2.1,1.2,-8.3,0.015,0.1159999999999999,0.192,0.4629999999999999,0.1169999999999999,2022-23
Jamaree Bouyea,PG,23,TOT,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,12758.0,Jamaree Bouyea,WAS,24.0,187.96,81.64656,San Francisco,USA,Undrafted,Undrafted,Undrafted,5.0,3.0,1.2,0.8,-13.2,0.016,0.086,0.12,0.504,0.091,2022-23
Jamaree Bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1.0,2.0,0.5,0.538,0.3,0.5,0.5,0.3,1.0,1.3,1.0,1.0,0.5,1.0,1.3,3.8,12758.0,Jamaree Bouyea,WAS,24.0,187.96,81.64656,San Francisco,USA,Undrafted,Undrafted,Undrafted,5.0,3.0,1.2,0.8,-13.2,0.016,0.086,0.12,0.504,0.091,2022-23
Jamaree Bouyea,PG,23,WAS,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12758.0,Jamaree Bouyea,WAS,24.0,187.96,81.64656,San Francisco,USA,Undrafted,Undrafted,Undrafted,5.0,3.0,1.2,0.8,-13.2,0.016,0.086,0.12,0.504,0.091,2022-23
Tony Bradley,C,25,CHI,12,0,2.8,0.5,1.0,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1.0,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,12454.0,Tony Bradley,CHI,25.0,210.82,112.490816,North Carolina,USA,2017,1,28,12.0,1.6,0.9,0.1,9.9,0.0289999999999999,0.278,0.174,0.69,0.042,2022-23
Malaki Branham,SF,19,SAS,66,32,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,12747.0,Malaki Branham,SAS,20.0,193.04,81.64656,Ohio State,USA,2022,1,20,66.0,10.2,2.7,1.9,-11.1,0.017,0.098,0.188,0.524,0.1119999999999999,2022-23
Jarrell Brantley,PF,26,UTA,4,0,9.8,2.0,3.5,0.571,1.0,2.3,0.444,1.0,1.3,0.8,0.714,0.5,0.5,1.0,0.3,1.3,1.5,0.8,0.0,0.5,0.5,0.8,5.5,12767.0,Jarrell Brantley,UTA,27.0,195.58,113.398,College of Charleston,USA,2019,2,50,4.0,5.5,1.5,0.8,16.2,0.02,0.093,0.172,0.7390000000000001,0.125,2022-23
Christian Braun,SG,21,DEN,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,12613.0,Christian Braun,DEN,22.0,198.12,99.79024,Kansas,USA,2022,1,21,76.0,4.7,2.4,0.8,-4.3,0.042,0.1119999999999999,0.127,0.568,0.07,2022-23
Mikal Bridges,SF,26,TOT,83,83,35.7,7.1,15.3,0.468,2.0,5.3,0.382,5.1,9.9,0.514,0.535,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,12362.0,Mikal Bridges,BKN,26.0,198.12,94.800728,Villanova,USA,2018,1,10,83.0,20.1,4.4,3.3,0.8,0.026,0.094,0.223,0.5870000000000001,0.141,2022-23
Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9.0,0.503,0.529,2.8,3.1,0.897,1.0,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,12362.0,Mikal Bridges,BKN,26.0,198.12,94.800728,Villanova,USA,2018,1,10,83.0,20.1,4.4,3.3,0.8,0.026,0.094,0.223,0.5870000000000001,0.141,2022-23
Mikal Bridges,SF,26,BRK,27,27,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1.0,0.6,1.8,1.6,26.1,12362.0,Mikal Bridges,BKN,26.0,198.12,94.800728,Villanova,USA,2018,1,10,83.0,20.1,4.4,3.3,0.8,0.026,0.094,0.223,0.5870000000000001,0.141,2022-23
Oshae Brissett,SF,24,IND,65,2,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,0.461,1.6,2.2,0.717,1.0,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,12369.0,Oshae Brissett,IND,25.0,200.66,95.25432,Syracuse,Canada,Undrafted,Undrafted,Undrafted,65.0,6.1,3.4,0.7,0.6,0.054,0.144,0.155,0.52,0.055,2022-23
Malcolm Brogdon,PG,30,BOS,67,0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,12727.0,Malcolm Brogdon,BOS,30.0,193.04,103.872568,Virginia,USA,2016,2,36,67.0,14.9,4.2,3.7,5.1,0.024,0.132,0.223,0.615,0.223,2022-23
Dillon Brooks,SF,27,MEM,73,73,30.3,5.4,13.6,0.396,2.0,6.0,0.326,3.4,7.6,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,12484.0,Dillon Brooks,MEM,27.0,198.12,102.0582,Oregon,Canada,2017,2,45,73.0,14.3,3.3,2.6,4.9,0.019,0.084,0.214,0.494,0.1169999999999999,2022-23
Bruce Brown,SG,26,DEN,80,31,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,12635.0,Bruce Brown,DEN,26.0,193.04,91.625584,Miami,USA,2018,2,42,80.0,11.5,4.1,3.4,0.8,0.0289999999999999,0.1159999999999999,0.174,0.5710000000000001,0.1639999999999999,2022-23
Greg Brown III,PF,21,POR,16,0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8,12527.0,Greg Brown III,POR,21.0,200.66,93.439952,Texas,USA,2021,2,43,16.0,1.8,1.2,0.2,-3.4,0.019,0.175,0.17,0.421,0.055,2022-23
Jaylen Brown,SF,26,BOS,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,12822.0,Jaylen Brown,BOS,26.0,198.12,101.151016,California,USA,2016,1,3,67.0,26.6,6.9,3.5,5.4,0.032,0.152,0.307,0.581,0.163,2022-23
Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,12699.0,Kendall Brown,IND,20.0,200.66,92.98636,Baylor,USA,2022,2,48,6.0,1.5,1.0,0.5,8.2,0.051,0.089,0.093,0.5710000000000001,0.091,2022-23
Moses Brown,C,23,TOT,36,1,8.2,1.7,2.7,0.635,0.0,0.0,0.0,1.7,2.7,0.635,0.635,0.9,2.0,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,12353.0,Moses Brown,BKN,23.0,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,36.0,4.3,3.9,0.1,3.5,0.165,0.262,0.188,0.607,0.021,2022-23
Moses Brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0.0,0.0,0.0,1.8,2.8,0.635,0.635,1.0,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,12353.0,Moses Brown,BKN,23.0,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,36.0,4.3,3.9,0.1,3.5,0.165,0.262,0.188,0.607,0.021,2022-23
Moses Brown,C,23,BRK,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,12353.0,Moses Brown,BKN,23.0,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,36.0,4.3,3.9,0.1,3.5,0.165,0.262,0.188,0.607,0.021,2022-23
Sterling Brown,SG,27,LAL,4,0,6.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,12433.0,Sterling Brown,LAL,28.0,195.58,99.336648,Southern Methodist,USA,2017,2,46,4.0,0.0,2.0,0.5,0.4,0.091,0.152,0.061,0.0,0.077,2022-23
Troy Brown Jr.,SF,23,LAL,76,45,24.5,2.6,6.1,0.43,1.4,3.7,0.381,1.2,2.4,0.505,0.545,0.4,0.5,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1,12400.0,Troy Brown Jr.,LAL,23.0,200.66,97.52228,Oregon,USA,2018,1,15,76.0,7.1,4.1,1.3,-0.5,0.033,0.123,0.119,0.561,0.067,2022-23
Jalen Brunson,PG,26,NYK,68,68,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,12774.0,Jalen Brunson,NYK,26.0,187.96,86.18248,Villanova,USA,2018,2,33,68.0,24.0,3.5,6.2,2.1,0.016,0.085,0.266,0.597,0.28,2022-23
Thomas Bryant,C,25,TOT,59,26,18.3,3.9,6.3,0.623,0.4,1.0,0.441,3.5,5.3,0.658,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,12457.0,Thomas Bryant,DEN,25.0,208.28,112.490816,Indiana,USA,2017,2,42,59.0,9.8,5.7,0.5,-4.7,0.081,0.223,0.181,0.682,0.042,2022-23
Thomas Bryant,C,25,LAL,41,25,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2.0,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,12457.0,Thomas Bryant,DEN,25.0,208.28,112.490816,Indiana,USA,2017,2,42,59.0,9.8,5.7,0.5,-4.7,0.081,0.223,0.181,0.682,0.042,2022-23
Thomas Bryant,C,25,DEN,18,1,11.4,1.8,3.8,0.485,0.2,0.5,0.444,1.6,3.3,0.492,0.515,0.7,1.0,0.722,1.1,2.3,3.3,0.1,0.1,0.4,0.6,1.4,4.6,12457.0,Thomas Bryant,DEN,25.0,208.28,112.490816,Indiana,USA,2017,2,42,59.0,9.8,5.7,0.5,-4.7,0.081,0.223,0.181,0.682,0.042,2022-23
Reggie Bullock,SF,31,DAL,78,55,30.3,2.5,6.0,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.569,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1,7.2,12322.0,Reggie Bullock,DAL,32.0,198.12,92.98636,North Carolina,USA,2013,1,25,78.0,7.2,3.6,1.4,-1.8,0.0139999999999999,0.1119999999999999,0.098,0.5770000000000001,0.063,2022-23
Alec Burks,SG,31,DET,51,8,22.0,3.9,9.0,0.436,1.9,4.7,0.414,2.0,4.3,0.459,0.544,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,12598.0,Alec Burks,DET,31.0,198.12,97.068688,Colorado,USA,2011,1,12,51.0,12.8,3.1,2.2,-1.0,0.017,0.124,0.218,0.602,0.15,2022-23
Deonte Burton,SG,29,SAC,2,0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12473.0,Deonte Burton,SAC,29.0,193.04,108.86208,Iowa State,USA,Undrafted,Undrafted,Undrafted,2.0,0.0,0.0,0.0,51.8,0.0,0.0,0.133,0.0,0.0,2022-23
Jared Butler,SG,22,OKC,6,1,12.8,2.5,5.3,0.469,1.2,2.3,0.5,1.3,3.0,0.444,0.578,0.0,0.0,0.0,0.2,0.5,0.7,1.3,0.8,0.0,0.8,0.8,6.2,12763.0,Jared Butler,OKC,22.0,190.5,87.543256,Baylor,USA,2021,2,40,6.0,6.2,0.7,1.3,2.6,0.013,0.034,0.208,0.578,0.16,2022-23
Jimmy Butler,SF,33,MIA,64,64,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,12834.0,Jimmy Butler,MIA,33.0,200.66,104.32616,Marquette,USA,2011,1,30,64.0,22.9,5.9,5.3,1.2,0.068,0.121,0.248,0.647,0.264,2022-23
John Butler,C,20,POR,19,1,11.6,0.9,2.8,0.321,0.4,1.8,0.229,0.5,0.9,0.5,0.396,0.2,0.2,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,,,,,,,,,,,,,,,,,,,,,,
Jamal Cain,SF,23,MIA,18,0,13.3,2.1,3.7,0.561,0.4,1.1,0.35,1.7,2.6,0.652,0.614,0.9,1.2,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,1.2,5.4,12756.0,Jamal Cain,MIA,24.0,198.12,86.636072,Oakland,USA,Undrafted,Undrafted,Undrafted,18.0,5.4,2.9,0.7,5.5,0.064,0.142,0.139,0.647,0.076,2022-23
Kentavious Caldwell-Pope,SG,29,DEN,76,76,31.3,3.8,8.3,0.462,1.8,4.2,0.423,2.1,4.1,0.502,0.569,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,1.9,10.8,12678.0,Kentavious Caldwell-Pope,DEN,30.0,195.58,92.532768,Georgia,USA,2013,1,8,76.0,10.8,2.7,2.4,9.8,0.016,0.074,0.136,0.598,0.092,2022-23
Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0.0,0.3,0.0,0.346,0.1,0.3,0.5,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,12561.0,Facundo Campazzo,DAL,32.0,177.8,88.45044,None,Argentina,Undrafted,Undrafted,Undrafted,8.0,1.3,0.3,1.1,11.0,0.0,0.0409999999999999,0.144,0.36,0.3,2022-23
Vlatko ?an?ar,PF,25,DEN,60,9,14.8,1.8,3.8,0.476,0.7,1.9,0.374,1.1,1.9,0.58,0.57,0.6,0.7,0.927,0.4,1.7,2.1,1.3,0.4,0.2,0.6,1.4,5.0,,,,,,,,,,,,,,,,,,,,,,
Clint Capela,C,28,ATL,65,63,26.6,5.4,8.2,0.653,0.0,0.0,0.0,5.4,8.2,0.654,0.653,1.2,2.0,0.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,2.1,12.0,12617.0,Clint Capela,ATL,29.0,208.28,116.119552,None,Switzerland,2014,1,25,65.0,12.0,11.0,0.9,-1.1,0.142,0.268,0.151,0.6559999999999999,0.045,2022-23
Vernon Carey Jr.,C,21,WAS,11,0,2.5,0.2,0.7,0.25,0.0,0.0,0.0,0.2,0.7,0.25,0.25,0.2,0.2,1.0,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5,0.5,12388.0,Vernon Carey Jr.,UTA,22.0,208.28,122.46984,Duke,USA,2020,2,32,11.0,0.5,1.0,0.3,-17.3,0.081,0.296,0.147,0.3379999999999999,0.214,2022-23
Jevon Carter,PG,27,MIL,81,39,22.3,3.0,7.0,0.423,1.8,4.2,0.421,1.2,2.8,0.425,0.549,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.0,12833.0,Jevon Carter,MIL,27.0,185.42,90.7184,West Virginia,USA,2018,2,32,81.0,8.0,2.5,2.4,1.9,0.018,0.084,0.149,0.56,0.15,2022-23
Wendell Carter Jr.,C,23,ORL,57,54,29.6,5.6,10.8,0.525,1.4,3.9,0.356,4.2,6.8,0.624,0.591,2.5,3.4,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2,12424.0,Wendell Carter Jr.,ORL,24.0,208.28,122.46984,Duke,USA,2018,1,7,57.0,15.2,8.7,2.3,-0.8,0.074,0.221,0.204,0.621,0.119,2022-23
Michael Carter-Williams,PG,31,ORL,4,0,11.0,1.5,3.5,0.429,0.3,0.8,0.333,1.3,2.8,0.455,0.464,1.0,1.8,0.571,0.3,1.0,1.3,1.8,0.3,0.3,1.0,1.3,4.3,12656.0,Michael Carter-Williams,ORL,31.0,195.58,86.18248,Syracuse,USA,2013,1,11,4.0,4.3,1.3,1.8,-32.4,0.021,0.125,0.191,0.498,0.28,2022-23
Alex Caruso,PG,28,CHI,67,36,23.5,1.9,4.3,0.455,0.8,2.3,0.364,1.1,2.0,0.556,0.551,0.9,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6,12599.0,Alex Caruso,CHI,29.0,195.58,84.368112,Texas A&M,USA,Undrafted,Undrafted,Undrafted,67.0,5.6,2.9,2.9,6.1,0.0279999999999999,0.099,0.109,0.588,0.155,2022-23
Julian Champagnie,SF,21,TOT,17,3,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,12737.0,Julian Champagnie,SAS,22.0,200.66,98.429464,St. John's,USA,Undrafted,Undrafted,Undrafted,17.0,9.7,3.5,0.6,-10.6,0.027,0.147,0.181,0.6,0.043,2022-23
Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,12737.0,Julian Champagnie,SAS,22.0,200.66,98.429464,St. John's,USA,Undrafted,Undrafted,Undrafted,17.0,9.7,3.5,0.6,-10.6,0.027,0.147,0.181,0.6,0.043,2022-23
Julian Champagnie,SF,21,SAS,15,3,20.9,3.9,8.5,0.461,2.2,5.4,0.407,1.7,3.1,0.553,0.59,0.9,1.1,0.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,11.0,12737.0,Julian Champagnie,SAS,22.0,200.66,98.429464,St. John's,USA,Undrafted,Undrafted,Undrafted,17.0,9.7,3.5,0.6,-10.6,0.027,0.147,0.181,0.6,0.043,2022-23
Justin Champagnie,SF,21,TOT,5,0,6.8,1.0,3.0,0.333,0.2,1.0,0.2,0.8,2.0,0.4,0.367,0.0,0.0,0.0,0.6,1.0,1.6,0.8,0.2,0.0,0.0,0.4,2.2,12683.0,Justin Champagnie,BOS,22.0,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,5.0,2.2,1.6,0.8,-9.5,0.088,0.179,0.188,0.367,0.148,2022-23
Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,12683.0,Justin Champagnie,BOS,22.0,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,5.0,2.2,1.6,0.8,-9.5,0.088,0.179,0.188,0.367,0.148,2022-23
Justin Champagnie,SF,21,BOS,2,0,11.5,1.0,6.0,0.167,0.5,2.5,0.2,0.5,3.5,0.143,0.208,0.0,0.0,0.0,1.0,1.0,2.0,1.5,0.5,0.0,0.0,0.5,2.5,12683.0,Justin Champagnie,BOS,22.0,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,5.0,2.2,1.6,0.8,-9.5,0.088,0.179,0.188,0.367,0.148,2022-23
Kennedy Chandler,PG,20,MEM,36,0,7.8,1.0,2.3,0.422,0.1,0.4,0.133,0.9,1.9,0.485,0.434,0.2,0.4,0.462,0.3,0.8,1.1,1.6,0.3,0.1,0.5,0.4,2.2,12681.0,Kennedy Chandler,MEM,20.0,180.34,77.11064,Tennessee,USA,2022,2,38,36.0,2.2,1.1,1.6,-5.4,0.0289999999999999,0.103,0.15,0.44,0.278,2022-23
Max Christie,SG,19,LAL,41,3,12.5,1.1,2.6,0.415,0.6,1.5,0.419,0.4,1.1,0.409,0.538,0.3,0.4,0.875,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,12718.0,Max Christie,LAL,20.0,195.58,86.18248,Michigan State,USA,2022,2,35,41.0,3.1,1.8,0.5,-7.1,0.012,0.126,0.1,0.5660000000000001,0.054,2022-23
Josh Christopher,SG,21,HOU,64,2,12.3,2.4,5.1,0.465,0.3,1.4,0.236,2.1,3.8,0.55,0.497,0.7,0.9,0.75,0.3,0.8,1.1,1.1,0.5,0.2,0.9,0.9,5.8,12810.0,Josh Christopher,HOU,21.0,193.04,97.52228,Arizona State,USA,2021,1,24,64.0,5.8,1.1,1.1,-13.9,0.024,0.068,0.215,0.523,0.149,2022-23
Brandon Clarke,PF,26,MEM,56,8,19.5,4.1,6.2,0.656,0.0,0.1,0.167,4.1,6.1,0.665,0.658,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,12597.0,Brandon Clarke,MEM,26.0,203.2,97.52228,Gonzaga,Canada,2019,1,21,56.0,10.0,5.5,1.3,0.7,0.079,0.177,0.174,0.6809999999999999,0.1,2022-23
Jordan Clarkson,SG,30,UTA,61,61,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5.0,9.4,0.53,0.519,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,2.0,20.8,12802.0,Jordan Clarkson,UTA,31.0,195.58,87.996848,Missouri,USA,2014,2,46,61.0,20.8,4.0,4.4,0.8,0.036,0.083,0.273,0.5579999999999999,0.209,2022-23
Nic Claxton,C,23,BRK,76,76,29.9,5.4,7.7,0.705,0.0,0.0,0.0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,12384.0,Nic Claxton,BKN,24.0,210.82,97.52228,Georgia,USA,2019,2,31,76.0,12.6,9.2,1.9,3.7,0.088,0.213,0.155,0.691,0.091,2022-23
Amir Coffey,SG,25,LAC,50,9,12.5,1.1,2.9,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1.0,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1.0,3.4,12604.0,Amir Coffey,LAC,26.0,200.66,95.25432,Minnesota,USA,Undrafted,Undrafted,Undrafted,50.0,3.4,1.1,1.1,-8.9,0.026,0.055,0.128,0.498,0.119,2022-23
John Collins,PF,25,ATL,71,71,30.0,5.1,10.0,0.508,1.0,3.4,0.292,4.1,6.6,0.619,0.557,2.0,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,3.1,13.1,12841.0,John Collins,ATL,25.0,205.74,102.511792,Wake Forest,USA,2017,1,19,71.0,13.1,6.5,1.2,-0.2,0.035,0.18,0.168,0.593,0.052,2022-23
Zach Collins,C,25,SAS,63,26,22.9,4.5,8.7,0.518,0.9,2.3,0.374,3.6,6.4,0.571,0.568,1.7,2.3,0.761,1.8,4.5,6.4,2.9,0.6,0.8,2.0,3.2,11.6,12414.0,Zach Collins,SAS,25.0,210.82,113.398,Gonzaga,USA,2017,1,10,63.0,11.6,6.4,2.9,-7.5,0.076,0.19,0.209,0.599,0.18,2022-23
Chance Comanche,C,26,POR,1,0,21.0,3.0,5.0,0.6,0.0,0.0,0.0,3.0,5.0,0.6,0.6,1.0,4.0,0.25,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,12652.0,Chance Comanche,POR,27.0,208.28,95.25432,Arizona,USA,Undrafted,Undrafted,Undrafted,1.0,7.0,3.0,0.0,-68.1,0.08,0.067,0.14,0.518,0.0,2022-23
Mike Conley,PG,35,TOT,67,66,30.3,3.9,9.1,0.428,2.0,5.2,0.385,1.9,3.9,0.486,0.539,2.1,2.5,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,2.1,11.9,12360.0,Mike Conley,MIN,35.0,185.42,79.3786,Ohio State,USA,2007,1,4,67.0,11.9,2.7,6.7,1.3,0.016,0.075,0.161,0.583,0.295,2022-23
Mike Conley,PG,35,UTA,43,42,29.7,3.6,8.7,0.408,1.8,5.0,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1.0,0.2,1.7,2.2,10.7,12360.0,Mike Conley,MIN,35.0,185.42,79.3786,Ohio State,USA,2007,1,4,67.0,11.9,2.7,6.7,1.3,0.016,0.075,0.161,0.583,0.295,2022-23
Mike Conley,PG,35,MIN,24,24,31.4,4.5,9.8,0.46,2.4,5.8,0.42,2.1,4.0,0.515,0.583,2.6,3.0,0.863,0.7,2.5,3.1,5.0,1.2,0.2,1.2,1.9,14.0,12360.0,Mike Conley,MIN,35.0,185.42,79.3786,Ohio State,USA,2007,1,4,67.0,11.9,2.7,6.7,1.3,0.016,0.075,0.161,0.583,0.295,2022-23
Pat Connaughton,SG,30,MIL,61,33,23.7,2.7,6.9,0.392,1.8,5.3,0.339,0.9,1.6,0.566,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,12307.0,Pat Connaughton,MIL,30.0,195.58,94.800728,Notre Dame,USA,2015,2,41,61.0,7.6,4.6,1.3,3.4,0.033,0.144,0.133,0.531,0.069,2022-23
Xavier Cooks,PF,27,WAS,10,1,12.6,1.7,2.8,0.607,0.0,0.1,0.0,1.7,2.7,0.63,0.607,0.4,1.0,0.4,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3,3.8,12419.0,Xavier Cooks,WAS,27.0,203.2,83.007336,Winthrop,Australia,Undrafted,Undrafted,Undrafted,10.0,3.8,3.8,0.6,7.4,0.113,0.152,0.127,0.586,0.061,2022-23
